# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2021-12-08 23:45:32 EST       (nadww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 06934500 Missouri River at Hermann, MO
# -----------------------------------------------------------------------------------
#
# Data provided for site 06934500
#            TS   parameter     statistic     Description
#         75911       00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	75911_00060_00003	75911_00060_00003_cd
USGS	06934500	2008-09-06	152000	A
USGS	06934500	2008-09-07	121000	A
USGS	06934500	2008-09-08	86800	A
USGS	06934500	2008-09-09	70600	A
USGS	06934500	2008-09-10	68900	A
USGS	06934500	2008-09-11	86600	A
USGS	06934500	2008-09-12	87800	A
USGS	06934500	2008-09-13	104000	A
USGS	06934500	2008-09-14	206000	A
USGS	06934500	2008-09-15	334000	A
USGS	06934500	2008-09-16	338000	A
USGS	06934500	2008-09-17	311000	A
USGS	06934500	2008-09-18	289000	A
USGS	06934500	2008-09-19	260000	A
USGS	06934500	2008-09-20	215000	A
USGS	06934500	2008-09-21	171000	A
USGS	06934500	2008-09-22	144000	A
USGS	06934500	2008-09-23	120000	A
USGS	06934500	2008-09-24	105000	A
USGS	06934500	2008-09-25	98900	A
USGS	06934500	2008-09-26	94400	A
USGS	06934500	2008-09-27	89700	A
USGS	06934500	2008-09-28	89600	A
USGS	06934500	2008-09-29	89400	A
USGS	06934500	2008-09-30	87400	A
USGS	06934500	2008-10-01	83100	A
USGS	06934500	2008-10-02	78900	A
USGS	06934500	2008-10-03	75600	A
USGS	06934500	2008-10-04	75200	A
USGS	06934500	2008-10-05	74300	A
USGS	06934500	2008-10-06	73300	A
USGS	06934500	2008-10-07	73100	A
USGS	06934500	2008-10-08	68900	A
USGS	06934500	2008-10-09	61700	A
USGS	06934500	2008-10-10	55400	A
USGS	06934500	2008-10-11	55600	A
USGS	06934500	2008-10-12	56800	A
USGS	06934500	2008-10-13	56900	A
USGS	06934500	2008-10-14	55200	A
USGS	06934500	2008-10-15	55000	A
USGS	06934500	2008-10-16	58400	A
USGS	06934500	2008-10-17	65500	A
USGS	06934500	2008-10-18	68200	A
USGS	06934500	2008-10-19	67000	A
USGS	06934500	2008-10-20	65000	A
USGS	06934500	2008-10-21	66200	A
USGS	06934500	2008-10-22	70700	A
USGS	06934500	2008-10-23	76200	A
USGS	06934500	2008-10-24	84900	A
USGS	06934500	2008-10-25	121000	A
USGS	06934500	2008-10-26	137000	A
USGS	06934500	2008-10-27	130000	A
USGS	06934500	2008-10-28	120000	A
USGS	06934500	2008-10-29	111000	A
USGS	06934500	2008-10-30	105000	A
USGS	06934500	2008-10-31	101000	A
USGS	06934500	2008-11-01	96500	A
USGS	06934500	2008-11-02	87100	A
USGS	06934500	2008-11-03	77400	A
USGS	06934500	2008-11-04	73000	A
USGS	06934500	2008-11-05	69000	A
USGS	06934500	2008-11-06	66200	A
USGS	06934500	2008-11-07	66400	A
USGS	06934500	2008-11-08	90600	A
USGS	06934500	2008-11-09	101000	A
USGS	06934500	2008-11-10	87000	A
USGS	06934500	2008-11-11	78900	A
USGS	06934500	2008-11-12	77300	A
USGS	06934500	2008-11-13	75700	A
USGS	06934500	2008-11-14	72500	A
USGS	06934500	2008-11-15	69500	A
USGS	06934500	2008-11-16	64000	A
USGS	06934500	2008-11-17	60100	A
USGS	06934500	2008-11-18	60100	A
USGS	06934500	2008-11-19	64300	A
USGS	06934500	2008-11-20	67200	A
USGS	06934500	2008-11-21	65500	A
USGS	06934500	2008-11-22	63800	A
USGS	06934500	2008-11-23	59200	A
USGS	06934500	2008-11-24	54300	A
USGS	06934500	2008-11-25	52100	A
USGS	06934500	2008-11-26	53400	A
USGS	06934500	2008-11-27	54000	A
USGS	06934500	2008-11-28	51100	A
USGS	06934500	2008-11-29	48600	A
USGS	06934500	2008-11-30	47900	A
USGS	06934500	2008-12-01	47900	A
USGS	06934500	2008-12-02	49400	A
USGS	06934500	2008-12-03	51900	A
USGS	06934500	2008-12-04	50400	A
USGS	06934500	2008-12-05	48200	A
USGS	06934500	2008-12-06	48400	A
USGS	06934500	2008-12-07	46000	A
USGS	06934500	2008-12-08	43800	A
USGS	06934500	2008-12-09	42800	A
USGS	06934500	2008-12-10	42200	A
USGS	06934500	2008-12-11	43400	A
USGS	06934500	2008-12-12	45900	A
USGS	06934500	2008-12-13	45900	A
USGS	06934500	2008-12-14	44500	A
USGS	06934500	2008-12-15	43700	A
USGS	06934500	2008-12-16	43300	A
USGS	06934500	2008-12-17	44200	A
USGS	06934500	2008-12-18	45100	A
USGS	06934500	2008-12-19	43400	A
USGS	06934500	2008-12-20	43300	A
USGS	06934500	2008-12-21	45400	A
USGS	06934500	2008-12-22	45700	A
USGS	06934500	2008-12-23	43600	A
USGS	06934500	2008-12-24	43100	A
USGS	06934500	2008-12-25	42200	A
USGS	06934500	2008-12-26	40500	A
USGS	06934500	2008-12-27	44800	A
USGS	06934500	2008-12-28	93400	A
USGS	06934500	2008-12-29	132000	A
USGS	06934500	2008-12-30	137000	A
USGS	06934500	2008-12-31	131000	A
USGS	06934500	2009-01-01	123000	A
USGS	06934500	2009-01-02	109000	A
USGS	06934500	2009-01-03	92100	A
USGS	06934500	2009-01-04	80700	A
USGS	06934500	2009-01-05	70400	A
USGS	06934500	2009-01-06	69100	A
USGS	06934500	2009-01-07	72500	A
USGS	06934500	2009-01-08	70200	A
USGS	06934500	2009-01-09	66500	A
USGS	06934500	2009-01-10	62400	A
USGS	06934500	2009-01-11	56700	A
USGS	06934500	2009-01-12	51900	A
USGS	06934500	2009-01-13	50400	A
USGS	06934500	2009-01-14	52400	A
USGS	06934500	2009-01-15	53700	A
USGS	06934500	2009-01-16	56500	A
USGS	06934500	2009-01-17	57800	A
USGS	06934500	2009-01-18	49400	A
USGS	06934500	2009-01-19	41900	A
USGS	06934500	2009-01-20	40000	A
USGS	06934500	2009-01-21	40100	A
USGS	06934500	2009-01-22	43300	A
USGS	06934500	2009-01-23	45900	A
USGS	06934500	2009-01-24	45600	A
USGS	06934500	2009-01-25	45500	A
USGS	06934500	2009-01-26	46700	A
USGS	06934500	2009-01-27	51700	A
USGS	06934500	2009-01-28	56000	A
USGS	06934500	2009-01-29	54700	A
USGS	06934500	2009-01-30	53200	A
USGS	06934500	2009-01-31	53000	A
USGS	06934500	2009-02-01	47700	A
USGS	06934500	2009-02-02	40500	A
USGS	06934500	2009-02-03	40900	A
USGS	06934500	2009-02-04	47400	A
USGS	06934500	2009-02-05	47300	A
USGS	06934500	2009-02-06	48000	A
USGS	06934500	2009-02-07	44000	A
USGS	06934500	2009-02-08	40100	A
USGS	06934500	2009-02-09	39700	A
USGS	06934500	2009-02-10	41000	A
USGS	06934500	2009-02-11	49300	A
USGS	06934500	2009-02-12	77600	A
USGS	06934500	2009-02-13	77500	A
USGS	06934500	2009-02-14	83100	A
USGS	06934500	2009-02-15	97000	A
USGS	06934500	2009-02-16	92100	A
USGS	06934500	2009-02-17	81400	A
USGS	06934500	2009-02-18	77100	A
USGS	06934500	2009-02-19	79000	A
USGS	06934500	2009-02-20	76100	A
USGS	06934500	2009-02-21	74400	A
USGS	06934500	2009-02-22	65400	A
USGS	06934500	2009-02-23	57300	A
USGS	06934500	2009-02-24	65900	A
USGS	06934500	2009-02-25	69800	A
USGS	06934500	2009-02-26	63600	A
USGS	06934500	2009-02-27	56000	A
USGS	06934500	2009-02-28	53000	A
USGS	06934500	2009-03-01	50600	A
USGS	06934500	2009-03-02	51700	A
USGS	06934500	2009-03-03	57300	A
USGS	06934500	2009-03-04	62500	A
USGS	06934500	2009-03-05	54800	A
USGS	06934500	2009-03-06	48400	A
USGS	06934500	2009-03-07	44600	A
USGS	06934500	2009-03-08	41900	A
USGS	06934500	2009-03-09	40400	A
USGS	06934500	2009-03-10	69900	A
USGS	06934500	2009-03-11	143000	A
USGS	06934500	2009-03-12	165000	A
USGS	06934500	2009-03-13	155000	A
USGS	06934500	2009-03-14	140000	A
USGS	06934500	2009-03-15	126000	A
USGS	06934500	2009-03-16	106000	A
USGS	06934500	2009-03-17	85500	A
USGS	06934500	2009-03-18	71600	A
USGS	06934500	2009-03-19	65400	A
USGS	06934500	2009-03-20	60500	A
USGS	06934500	2009-03-21	59900	A
USGS	06934500	2009-03-22	61600	A
USGS	06934500	2009-03-23	61500	A
USGS	06934500	2009-03-24	65400	A
USGS	06934500	2009-03-25	85400	A
USGS	06934500	2009-03-26	117000	A
USGS	06934500	2009-03-27	131000	A
USGS	06934500	2009-03-28	140000	A
USGS	06934500	2009-03-29	165000	A
USGS	06934500	2009-03-30	174000	A
USGS	06934500	2009-03-31	160000	A
USGS	06934500	2009-04-01	147000	A
USGS	06934500	2009-04-02	136000	A
USGS	06934500	2009-04-03	128000	A
USGS	06934500	2009-04-04	120000	A
USGS	06934500	2009-04-05	112000	A
USGS	06934500	2009-04-06	108000	A
USGS	06934500	2009-04-07	105000	A
USGS	06934500	2009-04-08	102000	A
USGS	06934500	2009-04-09	101000	A
USGS	06934500	2009-04-10	101000	A
USGS	06934500	2009-04-11	109000	A
USGS	06934500	2009-04-12	135000	A
USGS	06934500	2009-04-13	145000	A
USGS	06934500	2009-04-14	133000	A
USGS	06934500	2009-04-15	123000	A
USGS	06934500	2009-04-16	118000	A
USGS	06934500	2009-04-17	114000	A
USGS	06934500	2009-04-18	110000	A
USGS	06934500	2009-04-19	106000	A
USGS	06934500	2009-04-20	115000	A
USGS	06934500	2009-04-21	126000	A
USGS	06934500	2009-04-22	128000	A
USGS	06934500	2009-04-23	120000	A
USGS	06934500	2009-04-24	109000	A
USGS	06934500	2009-04-25	104000	A
USGS	06934500	2009-04-26	102000	A
USGS	06934500	2009-04-27	99200	A
USGS	06934500	2009-04-28	140000	A
USGS	06934500	2009-04-29	223000	A
USGS	06934500	2009-04-30	261000	A
USGS	06934500	2009-05-01	281000	A
USGS	06934500	2009-05-02	272000	A
USGS	06934500	2009-05-03	252000	A
USGS	06934500	2009-05-04	229000	A
USGS	06934500	2009-05-05	207000	A
USGS	06934500	2009-05-06	181000	A
USGS	06934500	2009-05-07	161000	A
USGS	06934500	2009-05-08	159000	A
USGS	06934500	2009-05-09	192000	A
USGS	06934500	2009-05-10	180000	A
USGS	06934500	2009-05-11	170000	A
USGS	06934500	2009-05-12	161000	A
USGS	06934500	2009-05-13	147000	A
USGS	06934500	2009-05-14	142000	A
USGS	06934500	2009-05-15	139000	A
USGS	06934500	2009-05-16	162000	A
USGS	06934500	2009-05-17	228000	A
USGS	06934500	2009-05-18	252000	A
USGS	06934500	2009-05-19	240000	A
USGS	06934500	2009-05-20	230000	A
USGS	06934500	2009-05-21	215000	A
USGS	06934500	2009-05-22	201000	A
USGS	06934500	2009-05-23	185000	A
USGS	06934500	2009-05-24	163000	A
USGS	06934500	2009-05-25	144000	A
USGS	06934500	2009-05-26	139000	A
USGS	06934500	2009-05-27	143000	A
USGS	06934500	2009-05-28	151000	A
USGS	06934500	2009-05-29	153000	A
USGS	06934500	2009-05-30	154000	A
USGS	06934500	2009-05-31	139000	A
USGS	06934500	2009-06-01	126000	A
USGS	06934500	2009-06-02	117000	A
USGS	06934500	2009-06-03	110000	A
USGS	06934500	2009-06-04	106000	A
USGS	06934500	2009-06-05	115000	A
USGS	06934500	2009-06-06	121000	A
USGS	06934500	2009-06-07	117000	A
USGS	06934500	2009-06-08	108000	A
USGS	06934500	2009-06-09	104000	A
USGS	06934500	2009-06-10	116000	A
USGS	06934500	2009-06-11	163000	A
USGS	06934500	2009-06-12	191000	A
USGS	06934500	2009-06-13	193000	A
USGS	06934500	2009-06-14	175000	A
USGS	06934500	2009-06-15	160000	A
USGS	06934500	2009-06-16	203000	A
USGS	06934500	2009-06-17	261000	A
USGS	06934500	2009-06-18	282000	A
USGS	06934500	2009-06-19	257000	A
USGS	06934500	2009-06-20	210000	A
USGS	06934500	2009-06-21	182000	A
USGS	06934500	2009-06-22	170000	A
USGS	06934500	2009-06-23	160000	A
USGS	06934500	2009-06-24	156000	A
USGS	06934500	2009-06-25	158000	A
USGS	06934500	2009-06-26	152000	A
USGS	06934500	2009-06-27	141000	A
USGS	06934500	2009-06-28	136000	A
USGS	06934500	2009-06-29	129000	A
USGS	06934500	2009-06-30	120000	A
USGS	06934500	2009-07-01	114000	A
USGS	06934500	2009-07-02	111000	A
USGS	06934500	2009-07-03	108000	A
USGS	06934500	2009-07-04	132000	A
USGS	06934500	2009-07-05	145000	A
USGS	06934500	2009-07-06	124000	A
USGS	06934500	2009-07-07	116000	A
USGS	06934500	2009-07-08	111000	A
USGS	06934500	2009-07-09	109000	A
USGS	06934500	2009-07-10	97800	A
USGS	06934500	2009-07-11	92800	A
USGS	06934500	2009-07-12	97700	A
USGS	06934500	2009-07-13	99000	A
USGS	06934500	2009-07-14	103000	A
USGS	06934500	2009-07-15	107000	A
USGS	06934500	2009-07-16	106000	A
USGS	06934500	2009-07-17	102000	A
USGS	06934500	2009-07-18	94700	A
USGS	06934500	2009-07-19	87200	A
USGS	06934500	2009-07-20	82500	A
USGS	06934500	2009-07-21	79200	A
USGS	06934500	2009-07-22	77200	A
USGS	06934500	2009-07-23	76500	A
USGS	06934500	2009-07-24	77200	A
USGS	06934500	2009-07-25	76400	A
USGS	06934500	2009-07-26	73700	A
USGS	06934500	2009-07-27	72200	A
USGS	06934500	2009-07-28	70900	A
USGS	06934500	2009-07-29	70200	A
USGS	06934500	2009-07-30	70900	A
USGS	06934500	2009-07-31	68100	A
USGS	06934500	2009-08-01	67000	A
USGS	06934500	2009-08-02	66100	A
USGS	06934500	2009-08-03	63700	A
USGS	06934500	2009-08-04	61200	A
USGS	06934500	2009-08-05	59600	A
USGS	06934500	2009-08-06	58800	A
USGS	06934500	2009-08-07	59400	A
USGS	06934500	2009-08-08	59600	A
USGS	06934500	2009-08-09	59800	A
USGS	06934500	2009-08-10	59600	A
USGS	06934500	2009-08-11	60900	A
USGS	06934500	2009-08-12	64100	A
USGS	06934500	2009-08-13	65800	A
USGS	06934500	2009-08-14	63700	A
USGS	06934500	2009-08-15	64400	A
USGS	06934500	2009-08-16	63300	A
USGS	06934500	2009-08-17	62100	A
USGS	06934500	2009-08-18	70200	A
USGS	06934500	2009-08-19	125000	A
USGS	06934500	2009-08-20	157000	A
USGS	06934500	2009-08-21	159000	A
USGS	06934500	2009-08-22	143000	A
USGS	06934500	2009-08-23	120000	A
USGS	06934500	2009-08-24	100000	A
USGS	06934500	2009-08-25	87200	A
USGS	06934500	2009-08-26	79200	A
USGS	06934500	2009-08-27	78200	A
USGS	06934500	2009-08-28	76100	A
USGS	06934500	2009-08-29	79000	A
USGS	06934500	2009-08-30	97900	A
USGS	06934500	2009-08-31	104000	A
USGS	06934500	2009-09-01	96400	A
USGS	06934500	2009-09-02	83400	A
USGS	06934500	2009-09-03	74500	A
USGS	06934500	2009-09-04	69100	A
USGS	06934500	2009-09-05	65400	A
USGS	06934500	2009-09-06	64100	A
USGS	06934500	2009-09-07	64600	A
USGS	06934500	2009-09-08	62700	A
USGS	06934500	2009-09-09	63400	A
USGS	06934500	2009-09-10	64900	A
USGS	06934500	2009-09-11	63100	A
USGS	06934500	2009-09-12	67200	A
USGS	06934500	2009-09-13	66600	A
USGS	06934500	2009-09-14	61300	A
USGS	06934500	2009-09-15	59800	A
USGS	06934500	2009-09-16	61500	A
USGS	06934500	2009-09-17	61900	A
USGS	06934500	2009-09-18	66400	A
USGS	06934500	2009-09-19	64300	A
USGS	06934500	2009-09-20	59900	A
USGS	06934500	2009-09-21	57000	A
USGS	06934500	2009-09-22	55100	A
USGS	06934500	2009-09-23	55500	A
USGS	06934500	2009-09-24	64000	A
USGS	06934500	2009-09-25	81600	A
USGS	06934500	2009-09-26	78600	A
USGS	06934500	2009-09-27	67700	A
USGS	06934500	2009-09-28	60300	A
USGS	06934500	2009-09-29	61600	A
USGS	06934500	2009-09-30	65600	A
USGS	06934500	2009-10-01	64900	A
USGS	06934500	2009-10-02	62600	A
USGS	06934500	2009-10-03	62500	A
USGS	06934500	2009-10-04	59000	A
USGS	06934500	2009-10-05	57300	A
USGS	06934500	2009-10-06	57300	A
USGS	06934500	2009-10-07	57300	A
USGS	06934500	2009-10-08	81300	A
USGS	06934500	2009-10-09	203000	A
USGS	06934500	2009-10-10	208000	A
USGS	06934500	2009-10-11	167000	A
USGS	06934500	2009-10-12	142000	A
USGS	06934500	2009-10-13	121000	A
USGS	06934500	2009-10-14	116000	A
USGS	06934500	2009-10-15	121000	A
USGS	06934500	2009-10-16	118000	A
USGS	06934500	2009-10-17	110000	A
USGS	06934500	2009-10-18	103000	A
USGS	06934500	2009-10-19	99000	A
USGS	06934500	2009-10-20	96500	A
USGS	06934500	2009-10-21	92900	A
USGS	06934500	2009-10-22	88800	A
USGS	06934500	2009-10-23	119000	A
USGS	06934500	2009-10-24	144000	A
USGS	06934500	2009-10-25	157000	A
USGS	06934500	2009-10-26	156000	A
USGS	06934500	2009-10-27	161000	A
USGS	06934500	2009-10-28	153000	A
USGS	06934500	2009-10-29	147000	A
USGS	06934500	2009-10-30	213000	A
USGS	06934500	2009-10-31	249000	A
USGS	06934500	2009-11-01	232000	A
USGS	06934500	2009-11-02	204000	A
USGS	06934500	2009-11-03	191000	A
USGS	06934500	2009-11-04	172000	A
USGS	06934500	2009-11-05	139000	A
USGS	06934500	2009-11-06	121000	A
USGS	06934500	2009-11-07	115000	A
USGS	06934500	2009-11-08	111000	A
USGS	06934500	2009-11-09	107000	A
USGS	06934500	2009-11-10	105000	A
USGS	06934500	2009-11-11	102000	A
USGS	06934500	2009-11-12	102000	A
USGS	06934500	2009-11-13	96700	A
USGS	06934500	2009-11-14	91900	A
USGS	06934500	2009-11-15	98300	A
USGS	06934500	2009-11-16	145000	A
USGS	06934500	2009-11-17	145000	A
USGS	06934500	2009-11-18	156000	A
USGS	06934500	2009-11-19	190000	A
USGS	06934500	2009-11-20	192000	A
USGS	06934500	2009-11-21	184000	A
USGS	06934500	2009-11-22	164000	A
USGS	06934500	2009-11-23	125000	A
USGS	06934500	2009-11-24	115000	A
USGS	06934500	2009-11-25	113000	A
USGS	06934500	2009-11-26	104000	A
USGS	06934500	2009-11-27	101000	A
USGS	06934500	2009-11-28	109000	A
USGS	06934500	2009-11-29	104000	A
USGS	06934500	2009-11-30	91700	A
USGS	06934500	2009-12-01	93700	A
USGS	06934500	2009-12-02	85500	A
USGS	06934500	2009-12-03	78100	A
USGS	06934500	2009-12-04	74400	A
USGS	06934500	2009-12-05	75600	A
USGS	06934500	2009-12-06	71900	A
USGS	06934500	2009-12-07	65900	A
USGS	06934500	2009-12-08	63900	A
USGS	06934500	2009-12-09	63600	A
USGS	06934500	2009-12-10	62000	A
USGS	06934500	2009-12-11	60400	A
USGS	06934500	2009-12-12	59000	A
USGS	06934500	2009-12-13	55100	A
USGS	06934500	2009-12-14	51200	A
USGS	06934500	2009-12-15	49300	A
USGS	06934500	2009-12-16	54000	A
USGS	06934500	2009-12-17	56600	A
USGS	06934500	2009-12-18	53400	A
USGS	06934500	2009-12-19	49900	A
USGS	06934500	2009-12-20	46900	A
USGS	06934500	2009-12-21	48400	A
USGS	06934500	2009-12-22	50200	A
USGS	06934500	2009-12-23	56700	A
USGS	06934500	2009-12-24	90300	A
USGS	06934500	2009-12-25	128000	A
USGS	06934500	2009-12-26	144000	A
USGS	06934500	2009-12-27	142000	A
USGS	06934500	2009-12-28	125000	A
USGS	06934500	2009-12-29	110000	A
USGS	06934500	2009-12-30	96700	A
USGS	06934500	2009-12-31	87100	A
USGS	06934500	2010-01-01	79000	A
USGS	06934500	2010-01-02	75300	A
USGS	06934500	2010-01-03	71200	A
USGS	06934500	2010-01-04	66800	A
USGS	06934500	2010-01-05	72200	A
USGS	06934500	2010-01-06	72400	A
USGS	06934500	2010-01-07	69800	A
USGS	06934500	2010-01-08	67300	A
USGS	06934500	2010-01-09	71500	A
USGS	06934500	2010-01-10	68500	A
USGS	06934500	2010-01-11	63000	A
USGS	06934500	2010-01-12	64100	A
USGS	06934500	2010-01-13	65700	A
USGS	06934500	2010-01-14	63700	A
USGS	06934500	2010-01-15	56600	A
USGS	06934500	2010-01-16	54800	A
USGS	06934500	2010-01-17	55200	A
USGS	06934500	2010-01-18	59500	A
USGS	06934500	2010-01-19	64000	A
USGS	06934500	2010-01-20	76700	A
USGS	06934500	2010-01-21	92100	A
USGS	06934500	2010-01-22	131000	A
USGS	06934500	2010-01-23	146000	A
USGS	06934500	2010-01-24	186000	A
USGS	06934500	2010-01-25	210000	A
USGS	06934500	2010-01-26	214000	A
USGS	06934500	2010-01-27	208000	A
USGS	06934500	2010-01-28	188000	A
USGS	06934500	2010-01-29	164000	A
USGS	06934500	2010-01-30	143000	A
USGS	06934500	2010-01-31	125000	A
USGS	06934500	2010-02-01	116000	A
USGS	06934500	2010-02-02	113000	A
USGS	06934500	2010-02-03	106000	A
USGS	06934500	2010-02-04	98700	A
USGS	06934500	2010-02-05	94700	A
USGS	06934500	2010-02-06	93700	A
USGS	06934500	2010-02-07	91700	A
USGS	06934500	2010-02-08	89900	A
USGS	06934500	2010-02-09	99300	A
USGS	06934500	2010-02-10	102000	A
USGS	06934500	2010-02-11	99000	A
USGS	06934500	2010-02-12	96000	A
USGS	06934500	2010-02-13	87800	A
USGS	06934500	2010-02-14	76700	A
USGS	06934500	2010-02-15	66500	A
USGS	06934500	2010-02-16	68600	A
USGS	06934500	2010-02-17	80000	A
USGS	06934500	2010-02-18	80400	A
USGS	06934500	2010-02-19	78900	A
USGS	06934500	2010-02-20	77300	A
USGS	06934500	2010-02-21	80500	A
USGS	06934500	2010-02-22	135000	A
USGS	06934500	2010-02-23	144000	A
USGS	06934500	2010-02-24	128000	A
USGS	06934500	2010-02-25	110000	A
USGS	06934500	2010-02-26	98600	A
USGS	06934500	2010-02-27	88900	A
USGS	06934500	2010-02-28	76600	A
USGS	06934500	2010-03-01	70400	A
USGS	06934500	2010-03-02	74700	A
USGS	06934500	2010-03-03	83800	A
USGS	06934500	2010-03-04	83200	A
USGS	06934500	2010-03-05	79200	A
USGS	06934500	2010-03-06	76800	A
USGS	06934500	2010-03-07	72200	A
USGS	06934500	2010-03-08	72700	A
USGS	06934500	2010-03-09	94700	A
USGS	06934500	2010-03-10	132000	A
USGS	06934500	2010-03-11	162000	A
USGS	06934500	2010-03-12	196000	A
USGS	06934500	2010-03-13	215000	A
USGS	06934500	2010-03-14	227000	A
USGS	06934500	2010-03-15	241000	A
USGS	06934500	2010-03-16	245000	A
USGS	06934500	2010-03-17	237000	A
USGS	06934500	2010-03-18	221000	A
USGS	06934500	2010-03-19	194000	A
USGS	06934500	2010-03-20	173000	A
USGS	06934500	2010-03-21	171000	A
USGS	06934500	2010-03-22	179000	A
USGS	06934500	2010-03-23	200000	A
USGS	06934500	2010-03-24	208000	A
USGS	06934500	2010-03-25	205000	A
USGS	06934500	2010-03-26	226000	A
USGS	06934500	2010-03-27	240000	A
USGS	06934500	2010-03-28	251000	A
USGS	06934500	2010-03-29	249000	A
USGS	06934500	2010-03-30	233000	A
USGS	06934500	2010-03-31	214000	A
USGS	06934500	2010-04-01	194000	A
USGS	06934500	2010-04-02	177000	A
USGS	06934500	2010-04-03	201000	A
USGS	06934500	2010-04-04	199000	A
USGS	06934500	2010-04-05	186000	A
USGS	06934500	2010-04-06	188000	A
USGS	06934500	2010-04-07	184000	A
USGS	06934500	2010-04-08	192000	A
USGS	06934500	2010-04-09	200000	A
USGS	06934500	2010-04-10	182000	A
USGS	06934500	2010-04-11	161000	A
USGS	06934500	2010-04-12	146000	A
USGS	06934500	2010-04-13	135000	A
USGS	06934500	2010-04-14	131000	A
USGS	06934500	2010-04-15	127000	A
USGS	06934500	2010-04-16	119000	A
USGS	06934500	2010-04-17	114000	A
USGS	06934500	2010-04-18	105000	A
USGS	06934500	2010-04-19	100000	A
USGS	06934500	2010-04-20	97000	A
USGS	06934500	2010-04-21	94700	A
USGS	06934500	2010-04-22	91500	A
USGS	06934500	2010-04-23	90500	A
USGS	06934500	2010-04-24	97600	A
USGS	06934500	2010-04-25	176000	A
USGS	06934500	2010-04-26	233000	A
USGS	06934500	2010-04-27	246000	A
USGS	06934500	2010-04-28	233000	A
USGS	06934500	2010-04-29	208000	A
USGS	06934500	2010-04-30	185000	A
USGS	06934500	2010-05-01	159000	A
USGS	06934500	2010-05-02	138000	A
USGS	06934500	2010-05-03	133000	A
USGS	06934500	2010-05-04	145000	A
USGS	06934500	2010-05-05	144000	A
USGS	06934500	2010-05-06	134000	A
USGS	06934500	2010-05-07	128000	A
USGS	06934500	2010-05-08	120000	A
USGS	06934500	2010-05-09	115000	A
USGS	06934500	2010-05-10	121000	A
USGS	06934500	2010-05-11	127000	A
USGS	06934500	2010-05-12	163000	A
USGS	06934500	2010-05-13	228000	A
USGS	06934500	2010-05-14	267000	A
USGS	06934500	2010-05-15	287000	A
USGS	06934500	2010-05-16	299000	A
USGS	06934500	2010-05-17	309000	A
USGS	06934500	2010-05-18	312000	A
USGS	06934500	2010-05-19	296000	A
USGS	06934500	2010-05-20	272000	A
USGS	06934500	2010-05-21	280000	A
USGS	06934500	2010-05-22	287000	A
USGS	06934500	2010-05-23	266000	A
USGS	06934500	2010-05-24	249000	A
USGS	06934500	2010-05-25	230000	A
USGS	06934500	2010-05-26	200000	A
USGS	06934500	2010-05-27	185000	A
USGS	06934500	2010-05-28	185000	A
USGS	06934500	2010-05-29	178000	A
USGS	06934500	2010-05-30	170000	A
USGS	06934500	2010-05-31	163000	A
USGS	06934500	2010-06-01	155000	A
USGS	06934500	2010-06-02	149000	A
USGS	06934500	2010-06-03	153000	A
USGS	06934500	2010-06-04	175000	A
USGS	06934500	2010-06-05	204000	A
USGS	06934500	2010-06-06	204000	A
USGS	06934500	2010-06-07	194000	A
USGS	06934500	2010-06-08	193000	A
USGS	06934500	2010-06-09	228000	A
USGS	06934500	2010-06-10	242000	A
USGS	06934500	2010-06-11	233000	A
USGS	06934500	2010-06-12	232000	A
USGS	06934500	2010-06-13	229000	A
USGS	06934500	2010-06-14	230000	A
USGS	06934500	2010-06-15	236000	A
USGS	06934500	2010-06-16	248000	A
USGS	06934500	2010-06-17	267000	A
USGS	06934500	2010-06-18	278000	A
USGS	06934500	2010-06-19	282000	A
USGS	06934500	2010-06-20	287000	A
USGS	06934500	2010-06-21	288000	A
USGS	06934500	2010-06-22	279000	A
USGS	06934500	2010-06-23	261000	A
USGS	06934500	2010-06-24	248000	A
USGS	06934500	2010-06-25	245000	A
USGS	06934500	2010-06-26	239000	A
USGS	06934500	2010-06-27	231000	A
USGS	06934500	2010-06-28	232000	A
USGS	06934500	2010-06-29	239000	A
USGS	06934500	2010-06-30	232000	A
USGS	06934500	2010-07-01	220000	A
USGS	06934500	2010-07-02	206000	A
USGS	06934500	2010-07-03	192000	A
USGS	06934500	2010-07-04	182000	A
USGS	06934500	2010-07-05	175000	A
USGS	06934500	2010-07-06	174000	A
USGS	06934500	2010-07-07	196000	A
USGS	06934500	2010-07-08	230000	A
USGS	06934500	2010-07-09	258000	A
USGS	06934500	2010-07-10	251000	A
